,train_time,fixed_point_deviation,max_eig_real,max_eig_imag,U_maxL2_train,U_ML2_train,U_RML2_train,dVdX_ML2_train,dVdX_RML2_train,V_MAE_train,V_RMAE_train,U_maxL2_test,U_ML2_test,U_RML2_test,dVdX_ML2_test,dVdX_RML2_test,V_MAE_test,V_RMAE_test,n_hidden,n_neurons,gradient_loss_weight,value_loss_weight,n_trajectories_test,n_trajectories_train,batch_size,n_epochs,optimizer,optimizer_opts,architecture,random_seed,timestamp,year,month,day,hour,minute,activation
0,8.821487426757812e-06,0.0,-0.8252012498419217,0.0,1.3047250278416485,0.3536897778652427,0.3536897778652427,9.198375435015963,0.07184819928574007,9.314635670812336,0.5993180025580758,1.211431218153709,0.3968210791867143,0.3968210791867143,9.238813419138884,0.7880294055823154,10.2338451394116,0.6810860281468248,5,32,0.1,0.1,50,50,,1,L-BFGS-B,{},LQR,,1660348637,2022,8,12,16,57,
1,369.3787920475006,0.0,-0.8252013196802541,0.0,0.2359077889919523,0.008618956407775692,0.008618956407775692,,,,,0.369273234237285,0.012155887510011598,0.012155887510011598,,,,,5,32,0.1,0.1,50,50,,1,L-BFGS-B,{},ControlJacQRnet,,1660349038,2022,8,12,17,3,tanh
